#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000007_00157	680646.RMDY18_15220	1.9e-263	727.0	COG1162@1|root,COG1162@2|Bacteria,2GMDX@201174|Actinobacteria,1WBQ5@1268|Micrococcaceae	201174|Actinobacteria	S	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	-	3.1.3.100	ko:K06949	ko00730,ko01100,map00730,map01100	-	R00615,R02135	RC00002,RC00017	ko00000,ko00001,ko01000,ko03009	-	-	-	RsgA_GTPase
MGYG000000007_00189	680646.RMDY18_15600	0.0	1013.0	COG2244@1|root,COG2244@2|Bacteria,2I4II@201174|Actinobacteria,1WBEG@1268|Micrococcaceae	201174|Actinobacteria	M	Polysaccharide biosynthesis C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	MatE,Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C,Wzz
MGYG000000007_00222	680646.RMDY18_15950	0.0	1108.0	COG0488@1|root,COG0488@2|Bacteria,2GJ5M@201174|Actinobacteria,1W7TE@1268|Micrococcaceae	201174|Actinobacteria	S	ABC transporter	yjjK	-	-	ko:K15738	-	-	-	-	ko00000,ko02000	3.A.1.120.6	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
MGYG000000007_00255	680646.RMDY18_03230	4e-262	720.0	COG0494@1|root,COG0494@2|Bacteria,2GN6D@201174|Actinobacteria,1W974@1268|Micrococcaceae	201174|Actinobacteria	L	NUDIX hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
MGYG000000007_00287	680646.RMDY18_03540	0.0	1004.0	COG0168@1|root,COG0168@2|Bacteria,2GKKS@201174|Actinobacteria,1W807@1268|Micrococcaceae	201174|Actinobacteria	P	Cation transport protein	trkB	-	-	ko:K03498	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkH
MGYG000000007_00351	680646.RMDY18_00640	1.38e-193	538.0	COG0561@1|root,COG0561@2|Bacteria,2GP42@201174|Actinobacteria,1W92P@1268|Micrococcaceae	201174|Actinobacteria	S	Hydrolase	cof	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3,Hydrolase_3
MGYG000000007_00415	680646.RMDY18_05110	1.54e-101	294.0	COG0102@1|root,COG0102@2|Bacteria,2IFG1@201174|Actinobacteria,1W8R8@1268|Micrococcaceae	201174|Actinobacteria	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
MGYG000000007_00447	680646.RMDY18_05480	0.0	1068.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,2GKPM@201174|Actinobacteria,1WBEA@1268|Micrococcaceae	201174|Actinobacteria	G	phosphotransferase system, EIIB	-	-	2.7.1.193,2.7.1.199,2.7.1.208	ko:K02749,ko:K02750,ko:K02778,ko:K02779,ko:K02803,ko:K02804	ko00010,ko00500,ko00520,ko02060,ko05111,map00010,map00500,map00520,map02060,map05111	M00265,M00267,M00268	R02738,R04111,R05199	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1,4.A.1.1.10,4.A.1.1.15,4.A.1.1.16,4.A.1.1.2,4.A.1.1.4,4.A.1.1.5,4.A.1.1.7,4.A.1.1.8	-	-	PTS_EIIB,PTS_EIIC
MGYG000000007_00512	680646.RMDY18_16520	1.29e-234	648.0	COG0180@1|root,COG0180@2|Bacteria,2GJ9A@201174|Actinobacteria,1W811@1268|Micrococcaceae	201174|Actinobacteria	J	Tryptophanyl-tRNA synthetase	trpS	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	6.1.1.2	ko:K01867	ko00970,map00970	M00359,M00360	R03664	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1b
MGYG000000007_00544	680646.RMDY18_13780	0.0	2241.0	COG0506@1|root,COG1012@1|root,COG0506@2|Bacteria,COG1012@2|Bacteria,2GM5R@201174|Actinobacteria,1W848@1268|Micrococcaceae	201174|Actinobacteria	CE	Belongs to the aldehyde dehydrogenase family	putA	-	1.2.1.88,1.5.5.2	ko:K13821	ko00250,ko00330,ko01100,ko01110,ko01130,map00250,map00330,map01100,map01110,map01130	-	R00245,R00707,R00708,R01253,R04444,R04445,R05051	RC00080,RC00083,RC00216,RC00242,RC00255	ko00000,ko00001,ko01000,ko03000	-	-	-	Aldedh,Pro_dh
MGYG000000007_00642	680646.RMDY18_16840	2.13e-171	502.0	COG1357@1|root,COG4372@1|root,COG1357@2|Bacteria,COG4372@2|Bacteria,2IC44@201174|Actinobacteria,1WC6C@1268|Micrococcaceae	201174|Actinobacteria	L	negative regulation of DNA recombination	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,Pentapeptide_3
MGYG000000007_00675	680646.RMDY18_17180	5.3e-33	114.0	COG0267@1|root,COG0267@2|Bacteria,2GQFV@201174|Actinobacteria,1WA2I@1268|Micrococcaceae	201174|Actinobacteria	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
MGYG000000007_00077	680646.RMDY18_17940	0.0	1097.0	COG0747@1|root,COG0747@2|Bacteria,2GJ9N@201174|Actinobacteria,1W8WV@1268|Micrococcaceae	201174|Actinobacteria	E	Bacterial extracellular solute-binding proteins, family 5 Middle	oppA	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,SBP_bac_5,TAT_signal,oligo_HPY
MGYG000000007_00145	680646.RMDY18_15060	6.59e-298	815.0	COG0042@1|root,COG0042@2|Bacteria,2GJ8I@201174|Actinobacteria,1W7M6@1268|Micrococcaceae	201174|Actinobacteria	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	dus	GO:0008150,GO:0010565,GO:0019216,GO:0019217,GO:0019222,GO:0031323,GO:0050789,GO:0050794,GO:0062012,GO:0065007,GO:0080090	-	-	-	-	-	-	-	-	-	-	Dus
MGYG000000007_00177	680646.RMDY18_15460	4.47e-145	411.0	COG0424@1|root,COG0424@2|Bacteria,2GNI0@201174|Actinobacteria,1W917@1268|Micrococcaceae	201174|Actinobacteria	D	Maf-like protein	maf	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	ko:K06287	-	-	-	-	ko00000	-	-	-	Maf,Methyltransf_11,NUDIX
MGYG000000007_00467	680646.RMDY18_05700	2.99e-271	746.0	COG4585@1|root,COG4585@2|Bacteria,2GKRM@201174|Actinobacteria,1W9HX@1268|Micrococcaceae	201174|Actinobacteria	T	Histidine kinase	tcsS2	-	2.7.13.3	ko:K07778	ko02020,map02020	M00479	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA_3
MGYG000000007_00532	680646.RMDY18_13640	2.29e-275	755.0	COG0142@1|root,COG0142@2|Bacteria,2GJEK@201174|Actinobacteria,1W86P@1268|Micrococcaceae	201174|Actinobacteria	H	Belongs to the FPP GGPP synthase family	crtE	-	2.5.1.1,2.5.1.10,2.5.1.29	ko:K13787	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00364,M00365	R01658,R02003,R02061	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	polyprenyl_synt
MGYG000000007_00565	680646.RMDY18_13990	1.03e-204	570.0	COG1354@1|root,COG1354@2|Bacteria,2GN1U@201174|Actinobacteria,1W7QR@1268|Micrococcaceae	201174|Actinobacteria	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	scpA	-	-	ko:K05896	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpA
MGYG000000007_00597	680646.RMDY18_02370	0.0	1135.0	COG1299@1|root,COG1445@1|root,COG1762@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,COG1762@2|Bacteria,2GJU4@201174|Actinobacteria,1W7N3@1268|Micrococcaceae	201174|Actinobacteria	GT	PTS system, fructose-specific	fruA	-	2.7.1.202	ko:K02768,ko:K02769,ko:K02770	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_EIIA_2,PTS_EIIC,PTS_IIB
MGYG000000007_00032	762948.HMPREF0733_11141	1.44e-65	204.0	COG0454@1|root,COG0456@2|Bacteria,2IR11@201174|Actinobacteria,1WA2E@1268|Micrococcaceae	201174|Actinobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7
MGYG000000007_00100	680646.RMDY18_17670	9.46e-161	452.0	COG1738@1|root,COG1738@2|Bacteria,2IFDB@201174|Actinobacteria,1W86J@1268|Micrococcaceae	201174|Actinobacteria	S	Involved in the import of queuosine (Q) precursors, required for Q precursor salvage	-	-	-	ko:K09125	-	-	-	-	ko00000	-	-	-	Vut_1
MGYG000000007_00167	680646.RMDY18_15340	4.33e-211	587.0	COG0340@1|root,COG0340@2|Bacteria,2GN8Q@201174|Actinobacteria,1W9TT@1268|Micrococcaceae	201174|Actinobacteria	H	biotin lipoate A B protein ligase	birA	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB,BPL_LplA_LipB_2
MGYG000000007_00265	762948.HMPREF0733_10460	3.75e-30	114.0	2EGB2@1|root,33A2X@2|Bacteria,2GWPQ@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tad,TadE
MGYG000000007_00297	680646.RMDY18_03660	1.17e-227	629.0	COG0008@1|root,COG0008@2|Bacteria,2GKMT@201174|Actinobacteria,1W7FH@1268|Micrococcaceae	201174|Actinobacteria	J	Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon	gluQ	-	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	DUF309,tRNA-synt_1c
MGYG000000007_00329	680646.RMDY18_00910	3.13e-86	254.0	COG1188@1|root,COG1188@2|Bacteria,2IQ6F@201174|Actinobacteria,1W9M7@1268|Micrococcaceae	201174|Actinobacteria	J	S4 domain	hslR	-	-	ko:K04762	-	-	-	-	ko00000,ko03110	-	-	-	DUF3558,S4
MGYG000000007_00361	762948.HMPREF0733_10834	3.55e-138	401.0	COG1216@1|root,COG1216@2|Bacteria,2I2EQ@201174|Actinobacteria,1WCFF@1268|Micrococcaceae	201174|Actinobacteria	M	Glycosyltransferase, group 2 family protein	-	-	2.7.8.12	ko:K09809	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1,Glycos_transf_2
MGYG000000007_00425	680646.RMDY18_05220	0.0	961.0	COG2148@1|root,COG2148@2|Bacteria,2GK0M@201174|Actinobacteria,1W88Y@1268|Micrococcaceae	201174|Actinobacteria	M	sugar transferase	-	-	-	-	-	-	-	-	-	-	-	-	Bac_transf,CoA_binding_3
MGYG000000007_00457	680646.RMDY18_05590	7.01e-220	614.0	COG0583@1|root,COG0583@2|Bacteria,2GMPE@201174|Actinobacteria,1W9TA@1268|Micrococcaceae	201174|Actinobacteria	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
MGYG000000007_00489	680646.RMDY18_16220	4.86e-233	641.0	COG2120@1|root,COG2120@2|Bacteria,2H2NY@201174|Actinobacteria,1W7GB@1268|Micrococcaceae	201174|Actinobacteria	S	A mycothiol (MSH, N-acetylcysteinyl-glucosaminyl- inositol) S-conjugate amidase, it recycles conjugated MSH to the N-acetyl cysteine conjugate (AcCys S-conjugate, a mercapturic acid) and the MSH precursor. Involved in MSH-dependent detoxification of a number of alkylating agents and antibiotics	mca	GO:0003674,GO:0005488,GO:0006790,GO:0008150,GO:0008152,GO:0008270,GO:0009636,GO:0009987,GO:0010126,GO:0010127,GO:0016137,GO:0042221,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0050896,GO:0051186,GO:0071704,GO:0098754,GO:1901135,GO:1901657	3.5.1.115	ko:K18455	-	-	-	-	ko00000,ko01000	-	-	-	PIG-L
MGYG000000007_00554	680646.RMDY18_13880	1.33e-140	398.0	COG0350@1|root,COG0350@2|Bacteria,2IHXW@201174|Actinobacteria,1W9WS@1268|Micrococcaceae	201174|Actinobacteria	L	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated	ogt	-	2.1.1.63	ko:K00567	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_binding_1,Methyltransf_1N
MGYG000000007_00587	680646.RMDY18_02250	3.82e-186	521.0	COG1464@1|root,COG1464@2|Bacteria,2GMNI@201174|Actinobacteria,1W8P4@1268|Micrococcaceae	201174|Actinobacteria	P	NLPA lipoprotein	metQ	-	-	ko:K02073	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	Lipoprotein_9
MGYG000000007_00619	680646.RMDY18_02660	1.65e-119	348.0	COG0791@1|root,COG0791@2|Bacteria,2GIWB@201174|Actinobacteria,1W8TU@1268|Micrococcaceae	201174|Actinobacteria	M	NlpC/P60 family	-	-	-	ko:K21471	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	LysM,NLPC_P60,PG_binding_1,SH3_3,SLH,Transglycosylas
MGYG000000007_00652	680646.RMDY18_16930	0.0	979.0	COG1122@1|root,COG1122@2|Bacteria,2GJ0M@201174|Actinobacteria,1W8DA@1268|Micrococcaceae	201174|Actinobacteria	P	ABC transporter	ykoD	-	-	ko:K16785,ko:K16786,ko:K16787	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ABC_tran,CbiQ
MGYG000000007_00686	680646.RMDY18_04360	0.0	1211.0	COG1263@1|root,COG1264@1|root,COG2190@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,COG2190@2|Bacteria,2IA3N@201174|Actinobacteria,1WCIY@1268|Micrococcaceae	201174|Actinobacteria	G	phosphotransferase system, EIIB	scrA	-	2.7.1.201,2.7.1.211	ko:K02808,ko:K02809,ko:K02810,ko:K02818,ko:K02819	ko00500,ko02060,map00500,map02060	M00269,M00270	R00811,R02780	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.2.1,4.A.1.2.10,4.A.1.2.12,4.A.1.2.13,4.A.1.2.4,4.A.1.2.8,4.A.1.2.9	-	-	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
MGYG000000007_00751	680646.RMDY18_08160	2.19e-263	727.0	COG1461@1|root,COG1461@2|Bacteria,2GKII@201174|Actinobacteria,1W8WJ@1268|Micrococcaceae	201174|Actinobacteria	S	Dak2	dak3	-	-	ko:K07030	-	-	-	-	ko00000	-	-	-	Dak1_2,Dak2
MGYG000000007_00920	680646.RMDY18_02100	1.33e-220	612.0	COG5006@1|root,COG5006@2|Bacteria,2GJKB@201174|Actinobacteria,1W96S@1268|Micrococcaceae	201174|Actinobacteria	S	EamA-like transporter family	rhtA	-	-	ko:K11939	-	-	-	-	ko00000,ko02000	2.A.7.3.6	-	-	EamA
MGYG000000007_00952	680646.RMDY18_14190	5.67e-107	310.0	COG1438@1|root,COG1438@2|Bacteria,2GKA5@201174|Actinobacteria,1W8Z3@1268|Micrococcaceae	201174|Actinobacteria	K	Regulates arginine biosynthesis genes	argR	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	-	ko:K03402	-	-	-	-	ko00000,ko03000	-	-	-	Arg_repressor,Arg_repressor_C,Arginosuc_synth
MGYG000000007_01084	680646.RMDY18_09050	6.89e-95	278.0	COG0799@1|root,COG0799@2|Bacteria,2IKZ3@201174|Actinobacteria,1W9TZ@1268|Micrococcaceae	201174|Actinobacteria	S	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation	rsfS	-	-	ko:K09710	-	-	-	-	ko00000,ko03009	-	-	-	RsfS
MGYG000000007_01186	680646.RMDY18_10040	5.12e-218	603.0	COG1481@1|root,COG1481@2|Bacteria,2GJZU@201174|Actinobacteria,1W8GI@1268|Micrococcaceae	201174|Actinobacteria	K	May be required for sporulation	whiA	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0043937,GO:0044464,GO:0050789,GO:0050793,GO:0065007,GO:0071944	-	ko:K09762	-	-	-	-	ko00000	-	-	-	HTH_WhiA,LAGLIDADG_WhiA,WhiA_N
