#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000004_00556	1236689.MMALV_15990	2.33e-107	327.0	arCOG06880@1|root,arCOG06880@2157|Archaea,2Y864@28890|Euryarchaeota	28890|Euryarchaeota	O	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins	dnaJ	-	-	ko:K03686	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
MGYG000000004_00589	1236689.MMALV_14920	2.36e-25	115.0	arCOG10650@1|root,arCOG10650@2157|Archaea	2157|Archaea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000004_00621	755731.Clo1100_4103	1.2e-32	114.0	COG1918@1|root,COG1918@2|Bacteria,1VEHC@1239|Firmicutes,24QKE@186801|Clostridia,36MMK@31979|Clostridiaceae	186801|Clostridia	P	Fe2 transport system protein A	feoA	-	-	ko:K04758	-	-	-	-	ko00000,ko02000	-	-	-	FeoA
MGYG000000004_00653	1054217.TALC_01515	6.42e-88	265.0	COG0284@1|root,arCOG00081@2157|Archaea,2XU66@28890|Euryarchaeota,241PX@183967|Thermoplasmata	183967|Thermoplasmata	F	Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)	pyrF	-	4.1.1.23	ko:K01591	ko00240,ko01100,map00240,map01100	M00051	R00965	RC00409	ko00000,ko00001,ko00002,ko01000	-	-	-	OMPdecase
MGYG000000004_00685	439481.Aboo_0321	2.27e-06	46.6	arCOG13506@1|root,arCOG13506@2157|Archaea,2Y76D@28890|Euryarchaeota,3F3GT@33867|unclassified Euryarchaeota	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000004_00717	1236689.MMALV_01960	4.37e-100	293.0	COG0377@1|root,arCOG01554@2157|Archaea,2XTP1@28890|Euryarchaeota,3F2RH@33867|unclassified Euryarchaeota	28890|Euryarchaeota	C	Belongs to the complex I 20 kDa subunit family	nuoB	-	1.5.98.3,1.6.5.3	ko:K00331,ko:K22159	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1,3.D.9.1	-	-	Oxidored_q6
MGYG000000004_00749	1236689.MMALV_15100	5.06e-146	427.0	COG0126@1|root,arCOG00496@2157|Archaea,2XSXX@28890|Euryarchaeota,3F2JM@33867|unclassified Euryarchaeota	28890|Euryarchaeota	G	Belongs to the phosphoglycerate kinase family	pgk	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.7.2.3	ko:K00927	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01512	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK
MGYG000000004_00781	1054217.TALC_00049	8.25e-72	231.0	COG0524@1|root,arCOG00014@2157|Archaea,2Y65P@28890|Euryarchaeota,241U0@183967|Thermoplasmata	183967|Thermoplasmata	F	pfkB family carbohydrate kinase	-	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004001,GO:0005488,GO:0005524,GO:0005525,GO:0006139,GO:0006163,GO:0006164,GO:0006167,GO:0006213,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008617,GO:0008906,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009129,GO:0009130,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009224,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0034404,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0042455,GO:0043167,GO:0043168,GO:0043771,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046033,GO:0046035,GO:0046085,GO:0046087,GO:0046102,GO:0046128,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901068,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659,GO:1905108	2.7.1.213,2.7.1.73	ko:K22026	ko00230,ko00240,map00230,map00240	-	R00513,R01131,R01228	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
MGYG000000004_00814	1054217.TALC_00203	3.83e-133	386.0	COG2759@1|root,arCOG04538@2157|Archaea,2XTE0@28890|Euryarchaeota,241PA@183967|Thermoplasmata	183967|Thermoplasmata	F	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate	folD	-	1.5.1.5,3.5.4.9	ko:K01491	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R01220,R01655	RC00202,RC00578	ko00000,ko00001,ko00002,ko01000	-	-	-	THF_DHG_CYH,THF_DHG_CYH_C
MGYG000000004_00848	1054217.TALC_01177	1.01e-89	281.0	COG0609@1|root,arCOG01007@2157|Archaea,2XVQD@28890|Euryarchaeota,242I2@183967|Thermoplasmata	28890|Euryarchaeota	P	FecCD transport family	-	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
MGYG000000004_00880	1236689.MMALV_08110	3.2e-114	341.0	COG2144@1|root,arCOG00640@2157|Archaea,2XTU9@28890|Euryarchaeota	28890|Euryarchaeota	S	PFAM AIR synthase related protein	-	-	-	ko:K07123	-	-	-	-	ko00000	-	-	-	AIRS,AIRS_C
MGYG000000004_00914	203124.Tery_3397	1.84e-15	83.2	COG0454@1|root,COG0454@2|Bacteria,1GQR8@1117|Cyanobacteria	1117|Cyanobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
MGYG000000004_00946	555079.Toce_0185	4.99e-63	208.0	COG0003@1|root,COG0003@2|Bacteria,1TQZP@1239|Firmicutes,249JN@186801|Clostridia	186801|Clostridia	P	Arsenite-activated ATPase (ArsA)	arsA	-	3.6.3.16	ko:K01551	-	-	-	-	ko00000,ko01000,ko02000	3.A.19.1,3.A.21.1,3.A.4.1	-	-	ArsA_ATPase
MGYG000000004_01012	1054217.TALC_00334	7.71e-125	371.0	COG1941@1|root,arCOG02472@2157|Archaea,2XV6A@28890|Euryarchaeota	28890|Euryarchaeota	C	NADH ubiquinone oxidoreductase 20 kDa subunit	mvhG	-	1.12.1.2,1.12.1.3,1.12.1.5,1.8.98.5	ko:K14128,ko:K17994,ko:K18007	ko00680,ko00920,map00680,map00920	-	R00019,R10390,R11943	RC00011	ko00000,ko00001,ko01000	-	-	-	Oxidored_q6
MGYG000000004_01044	1236689.MMALV_14060	2.14e-116	338.0	COG0098@1|root,arCOG04087@2157|Archaea,2XUQU@28890|Euryarchaeota,3F2HF@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	With S4 and S12 plays an important role in translational accuracy	rps5	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02988	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S5,Ribosomal_S5_C
MGYG000000004_00019	1236689.MMALV_06600	1.83e-272	776.0	COG0143@1|root,arCOG00810@2157|Archaea,2XTG5@28890|Euryarchaeota,3F2F7@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iAF692.Mbar_A0543	Anticodon_1,tRNA-synt_1g,tRNA_bind
MGYG000000004_00053	1236689.MMALV_03530	3.94e-86	265.0	COG0202@1|root,arCOG04241@2157|Archaea,2XTQB@28890|Euryarchaeota,3F2KY@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoD	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03047	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00184	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021	-	-	-	Fer4,Fer4_7,Fer4_9,RNA_pol_A_bac,RNA_pol_L
MGYG000000004_00085	1236689.MMALV_05190	1.68e-48	165.0	COG3413@1|root,arCOG02271@2157|Archaea	2157|Archaea	S	Bacterio-opsin activator HTH	-	-	-	ko:K06930	-	-	-	-	ko00000	-	-	-	HTH_10
MGYG000000004_00002	944479.JQLX01000011_gene820	1.79e-14	72.4	COG2314@1|root,COG2314@2|Bacteria	2|Bacteria	J	TM2 domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF3592,TM2,zinc_ribbon_2
MGYG000000004_00068	1236689.MMALV_09660	1.69e-20	91.7	COG1585@1|root,arCOG01912@2157|Archaea,2Y07X@28890|Euryarchaeota,3F2T3@33867|unclassified Euryarchaeota	28890|Euryarchaeota	O	NfeD-like C-terminal, partner-binding	-	-	-	-	-	-	-	-	-	-	-	-	NfeD
MGYG000000004_00101	278963.ATWD01000002_gene559	8.86e-139	423.0	COG0380@1|root,COG0380@2|Bacteria,3Y3X7@57723|Acidobacteria,2JKGZ@204432|Acidobacteriia	204432|Acidobacteriia	G	Glycosyltransferase family 20	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_20
MGYG000000004_00133	445972.ANACOL_01345	7.33e-154	452.0	COG0457@1|root,COG4859@1|root,COG0457@2|Bacteria,COG4859@2|Bacteria,1TT4Q@1239|Firmicutes,24847@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF2185,DUF4253,DUF4259,DUF4261,DUF4375,Imm68,SUFU,SUKH_6,TPR_2
MGYG000000004_00166	1236689.MMALV_03690	1.63e-16	76.3	COG2023@1|root,arCOG04345@2157|Archaea,2XYX0@28890|Euryarchaeota,3F2W3@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	Part of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends	rnp4	GO:0000966,GO:0001682,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004526,GO:0004540,GO:0004549,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0030677,GO:0032991,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0099116,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1902555,GO:1905348,GO:1990904	3.1.26.5	ko:K03540	ko03013,map03013	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	Rpr2
MGYG000000004_00231	1034347.CAHJ01000023_gene3277	7.96e-125	366.0	COG1131@1|root,COG1131@2|Bacteria,1TPMQ@1239|Firmicutes,4IPMF@91061|Bacilli,1ZEN5@1386|Bacillus	91061|Bacilli	V	AAA domain, putative AbiEii toxin, Type IV TA system	cylA	-	-	ko:K01990,ko:K09695,ko:K11050	ko02010,map02010	M00252,M00254,M00298	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.102,3.A.1.130	-	-	ABC_tran,DUF4162
MGYG000000004_00263	933262.AXAM01000075_gene2956	3e-77	241.0	COG1120@1|root,COG1120@2|Bacteria,1MUNG@1224|Proteobacteria,42P8N@68525|delta/epsilon subdivisions,2WMU9@28221|Deltaproteobacteria,2MJGZ@213118|Desulfobacterales	28221|Deltaproteobacteria	HP	ABC transporter	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
MGYG000000004_00295	351160.RCIX1245	2.11e-56	187.0	COG2122@1|root,arCOG04376@2157|Archaea,2XV48@28890|Euryarchaeota,2N9HW@224756|Methanomicrobia	224756|Methanomicrobia	S	Belongs to the UPF0280 family	-	-	-	ko:K09740	-	-	-	-	ko00000	-	-	-	-
MGYG000000004_00330	673860.AciM339_1503	1.45e-70	224.0	COG0171@1|root,arCOG00069@2157|Archaea,2XT7M@28890|Euryarchaeota,3F2P1@33867|unclassified Euryarchaeota	28890|Euryarchaeota	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source	nadE	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.1.5	ko:K01916	ko00760,ko01100,map00760,map01100	M00115	R00189	RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	NAD_synthase
MGYG000000004_00363	272844.PAB1587	3.32e-52	177.0	COG0463@1|root,arCOG00895@2157|Archaea,2Y7SP@28890|Euryarchaeota,245KY@183968|Thermococci	183968|Thermococci	M	Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
MGYG000000004_00396	1280679.ATVX01000005_gene1044	2.31e-70	225.0	COG0300@1|root,COG0300@2|Bacteria,1V93K@1239|Firmicutes,24BD5@186801|Clostridia,4BYTG@830|Butyrivibrio	186801|Clostridia	S	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
MGYG000000004_00428	1713.JOFV01000003_gene1571	6.33e-05	49.7	COG3247@1|root,COG3247@2|Bacteria,2HY3C@201174|Actinobacteria,4F2UU@85016|Cellulomonadaceae	201174|Actinobacteria	S	Short repeat of unknown function (DUF308)	-	-	-	-	-	-	-	-	-	-	-	-	DUF308
MGYG000000004_00461	1120998.AUFC01000025_gene836	7.23e-134	387.0	COG0650@1|root,COG0650@2|Bacteria,1UIUW@1239|Firmicutes,249VU@186801|Clostridia	186801|Clostridia	C	PFAM respiratory-chain NADH dehydrogenase, subunit 1	-	-	1.6.5.3	ko:K00337,ko:K14087	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	NADHdh
MGYG000000004_00495	1236689.MMALV_00430	8.37e-20	82.0	COG2443@1|root,arCOG02204@2157|Archaea,2Y6IU@28890|Euryarchaeota,3F2UZ@33867|unclassified Euryarchaeota	28890|Euryarchaeota	U	TIGRFAM protein translocase SEC61 complex gamma subunit	-	-	-	ko:K07342	ko03060,ko04141,ko04145,ko05110,map03060,map04141,map04145,map05110	M00401	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.7,3.A.5.8,3.A.5.9	-	-	-
MGYG000000004_00528	224325.AF_0640	3.56e-28	120.0	COG0715@1|root,arCOG01803@2157|Archaea,2Y7DP@28890|Euryarchaeota,246X9@183980|Archaeoglobi	183980|Archaeoglobi	P	NMT1-like family	-	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1_2
MGYG000000004_00561	439481.Aboo_1419	7.1e-32	119.0	COG1813@1|root,arCOG01863@2157|Archaea,2XXND@28890|Euryarchaeota,3F2TJ@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	Helix-turn-helix XRE-family like proteins	-	-	-	ko:K03627	-	-	-	-	ko00000	-	-	-	HTH_19,HTH_3
MGYG000000004_00626	1236689.MMALV_00500	3.49e-96	295.0	COG0244@1|root,arCOG04288@2157|Archaea,2XU7C@28890|Euryarchaeota,3F2JW@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	rpl10	-	-	ko:K02864	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_60s,Ribosomal_L10
MGYG000000004_00658	1236689.MMALV_16330	5.74e-177	509.0	COG0151@1|root,arCOG04415@2157|Archaea,2XTRV@28890|Euryarchaeota,3F2H0@33867|unclassified Euryarchaeota	28890|Euryarchaeota	F	Phosphoribosylglycinamide synthetase, C domain	purD	-	6.3.4.13	ko:K01945	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04144	RC00090,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	iAF692.Mbar_A3513	GARS_A,GARS_C,GARS_N
MGYG000000004_00690	1236689.MMALV_02460	3.33e-22	95.1	arCOG13537@1|root,arCOG13537@2157|Archaea,2Y1U2@28890|Euryarchaeota,3F2T4@33867|unclassified Euryarchaeota	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000004_00722	1262449.CP6013_1976	1.72e-13	69.3	COG0839@1|root,COG0839@2|Bacteria,1VAQI@1239|Firmicutes,24NAC@186801|Clostridia,36I8J@31979|Clostridiaceae	186801|Clostridia	C	Belongs to the complex I subunit 6 family	ndhG	-	1.6.5.3	ko:K00339,ko:K05578	ko00190,ko01100,map00190,map01100	M00144,M00145	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q3
MGYG000000004_00754	1236689.MMALV_15050	1.12e-87	269.0	COG0253@1|root,arCOG02255@2157|Archaea,2XUYX@28890|Euryarchaeota	28890|Euryarchaeota	E	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine	dapF	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008837,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0036361,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.1.1.7	ko:K01778	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00527	R02735	RC00302	ko00000,ko00001,ko00002,ko01000	-	-	-	DAP_epimerase
MGYG000000004_00786	339860.Msp_1301	1.75e-108	333.0	COG1208@1|root,arCOG00666@2157|Archaea,2XT8U@28890|Euryarchaeota,23NRH@183925|Methanobacteria	183925|Methanobacteria	M	Bacterial transferase hexapeptide repeat	-	-	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,NTP_transferase
MGYG000000004_00820	428127.EUBDOL_01536	9.54e-20	84.3	2BKZ5@1|root,32FFV@2|Bacteria,1VH7N@1239|Firmicutes	1239|Firmicutes	S	PemK-like, MazF-like toxin of type II toxin-antitoxin system	-	-	-	ko:K07171	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	PemK_toxin
MGYG000000004_00853	1236689.MMALV_09530	2.36e-100	299.0	arCOG03526@1|root,arCOG03526@2157|Archaea	2157|Archaea	Q	ubiE/COQ5 methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
